	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa
GF00000074	TFCN17334Y5_010141-T1, TFCN17334Y5_004203-T1, TFCN17334Y5_004254-T1, TFCN17334Y5_013757-T1, TFCN17334Y5_004260-T1, TFCN17334Y5_004252-T1, TFCN17334Y5_013755-T1
GF00000075	TFCN17334Y5_001737-T1, TFCN17334Y5_001065-T1, TFCN17334Y5_001980-T1, TFCN17334Y5_002134-T1, TFCN17334Y5_001068-T1, TFCN17334Y5_001978-T1
GF00000076	TFCN17334Y5_000454-T1, TFCN17334Y5_009027-T1, TFCN17334Y5_002923-T1, TFCN17334Y5_008091-T1, TFCN17334Y5_007642-T1, TFCN17334Y5_007818-T1
GF00000077	TFCN17334Y5_000368-T1, TFCN17334Y5_010968-T1, TFCN17334Y5_014618-T1, TFCN17334Y5_014613-T1, TFCN17334Y5_014638-T1, TFCN17334Y5_014662-T1
GF00000078	TFCN17334Y5_013030-T1, TFCN17334Y5_000349-T1, TFCN17334Y5_011620-T1, TFCN17334Y5_008170-T1, TFCN17334Y5_010970-T1, TFCN17334Y5_002555-T1
GF00000079	TFCN17334Y5_010490-T1, TFCN17334Y5_010123-T1, TFCN17334Y5_010491-T1, TFCN17334Y5_009175-T1, TFCN17334Y5_010095-T1, TFCN17334Y5_010520-T1
GF00000080	TFCN17334Y5_006781-T1, TFCN17334Y5_005463-T1, TFCN17334Y5_002748-T1, TFCN17334Y5_002750-T1, TFCN17334Y5_003249-T1, TFCN17334Y5_003248-T1
GF00000081	TFCN17334Y5_011437-T1, TFCN17334Y5_004423-T1, TFCN17334Y5_003476-T1, TFCN17334Y5_001303-T1, TFCN17334Y5_004419-T1, TFCN17334Y5_011441-T1
GF00000082	TFCN17334Y5_011866-T1, TFCN17334Y5_011804-T1, TFCN17334Y5_006123-T1, TFCN17334Y5_008868-T1, TFCN17334Y5_000129-T1, TFCN17334Y5_007209-T1
GF00000083	TFCN17334Y5_001181-T1, TFCN17334Y5_001856-T1, TFCN17334Y5_001180-T1, TFCN17334Y5_001855-T1, TFCN17334Y5_001158-T1, TFCN17334Y5_001831-T1
GF00000084	TFCN17334Y5_008438-T1, TFCN17334Y5_007069-T1, TFCN17334Y5_008443-T1, TFCN17334Y5_008440-T1, TFCN17334Y5_008439-T1, TFCN17334Y5_008442-T1
GF00000085	TFCN17334Y5_006454-T1, TFCN17334Y5_012792-T1, TFCN17334Y5_005758-T1, TFCN17334Y5_004776-T1, TFCN17334Y5_005103-T1, TFCN17334Y5_008834-T1
GF00000086	TFCN17334Y5_005513-T1, TFCN17334Y5_007946-T1, TFCN17334Y5_000550-T1, TFCN17334Y5_010839-T1, TFCN17334Y5_006328-T1, TFCN17334Y5_003569-T1
GF00000087	TFCN17334Y5_014004-T1, TFCN17334Y5_006019-T1, TFCN17334Y5_000825-T1, TFCN17334Y5_010745-T1, TFCN17334Y5_014005-T1, TFCN17334Y5_014003-T1
GF00000088	TFCN17334Y5_001482-T1, TFCN17334Y5_007257-T1, TFCN17334Y5_006140-T1, TFCN17334Y5_000085-T1, TFCN17334Y5_010875-T1, TFCN17334Y5_001570-T1
GF00000089	TFCN17334Y5_008363-T1, TFCN17334Y5_014583-T1, TFCN17334Y5_014584-T1, TFCN17334Y5_007698-T1, TFCN17334Y5_014585-T1, TFCN17334Y5_014600-T1
GF00000090	TFCN17334Y5_006417-T1, TFCN17334Y5_010554-T1, TFCN17334Y5_000393-T1, TFCN17334Y5_008965-T1, TFCN17334Y5_008966-T1, TFCN17334Y5_000392-T1
GF00000091	TFCN17334Y5_000198-T1, TFCN17334Y5_000194-T1, TFCN17334Y5_000197-T1, TFCN17334Y5_007404-T1, TFCN17334Y5_000196-T1, TFCN17334Y5_000195-T1
GF00000092	TFCN17334Y5_012047-T1, TFCN17334Y5_012045-T1, TFCN17334Y5_012049-T1, TFCN17334Y5_007134-T1, TFCN17334Y5_012048-T1, TFCN17334Y5_012046-T1
GF00000093	TFCN17334Y5_006275-T1, TFCN17334Y5_002377-T1, TFCN17334Y5_009848-T1, TFCN17334Y5_014079-T1, TFCN17334Y5_005410-T1, TFCN17334Y5_006292-T1
GF00000094	TFCN17334Y5_002599-T1, TFCN17334Y5_009961-T1, TFCN17334Y5_011157-T1, TFCN17334Y5_009958-T1, TFCN17334Y5_011154-T1, TFCN17334Y5_005919-T1
GF00000095	TFCN17334Y5_002352-T1, TFCN17334Y5_011791-T1, TFCN17334Y5_000410-T1, TFCN17334Y5_008947-T1, TFCN17334Y5_007300-T1, TFCN17334Y5_001524-T1
GF00000096	TFCN17334Y5_008497-T1, TFCN17334Y5_008587-T1, TFCN17334Y5_005078-T1, TFCN17334Y5_012304-T1, TFCN17334Y5_006187-T1, TFCN17334Y5_001617-T1
GF00000097	TFCN17334Y5_005209-T1, TFCN17334Y5_004982-T1, TFCN17334Y5_005252-T1, TFCN17334Y5_005032-T1, TFCN17334Y5_005031-T1, TFCN17334Y5_005251-T1
GF00000098	TFCN17334Y5_013669-T1, TFCN17334Y5_013614-T1, TFCN17334Y5_011533-T1, TFCN17334Y5_013615-T1, TFCN17334Y5_003232-T1, TFCN17334Y5_013670-T1
GF00000099	TFCN17334Y5_004624-T1, TFCN17334Y5_013544-T1, TFCN17334Y5_009303-T1, TFCN17334Y5_002740-T1, TFCN17334Y5_009281-T1, TFCN17334Y5_007183-T1
GF00000100	TFCN17334Y5_004629-T1, TFCN17334Y5_004603-T1, TFCN17334Y5_004620-T1, TFCN17334Y5_004609-T1, TFCN17334Y5_008572-T1, TFCN17334Y5_013313-T1
GF00000101	TFCN17334Y5_011846-T1, TFCN17334Y5_011847-T1, TFCN17334Y5_007036-T1, TFCN17334Y5_003808-T1, TFCN17334Y5_011823-T1, TFCN17334Y5_011822-T1
GF00000102	TFCN17334Y5_007464-T1, TFCN17334Y5_000817-T1, TFCN17334Y5_012553-T1, TFCN17334Y5_013287-T1, TFCN17334Y5_012564-T1, TFCN17334Y5_013291-T1
GF00000103	TFCN17334Y5_004387-T1, TFCN17334Y5_004392-T1, TFCN17334Y5_011463-T1, TFCN17334Y5_014144-T1, TFCN17334Y5_014615-T1, TFCN17334Y5_014614-T1
GF00000104	TFCN17334Y5_002777-T1, TFCN17334Y5_003274-T1, TFCN17334Y5_002776-T1, TFCN17334Y5_003275-T1, TFCN17334Y5_000750-T1, TFCN17334Y5_007525-T1
GF00000105	TFCN17334Y5_007282-T1, TFCN17334Y5_008504-T1, TFCN17334Y5_008581-T1, TFCN17334Y5_001509-T1, TFCN17334Y5_007286-T1, TFCN17334Y5_001505-T1
GF00000106	TFCN17334Y5_006760-T1, TFCN17334Y5_010275-T1, TFCN17334Y5_012742-T1, TFCN17334Y5_009133-T1, TFCN17334Y5_009822-T1, TFCN17334Y5_009673-T1
GF00000107	TFCN17334Y5_002321-T1, TFCN17334Y5_011759-T1, TFCN17334Y5_007327-T1, TFCN17334Y5_011337-T1, TFCN17334Y5_011215-T1, TFCN17334Y5_007722-T1
GF00000108	TFCN17334Y5_004488-T1, TFCN17334Y5_009264-T1, TFCN17334Y5_003810-T1, TFCN17334Y5_007034-T1, TFCN17334Y5_001423-T1, TFCN17334Y5_004847-T1
GF00000109	TFCN17334Y5_005311-T1, TFCN17334Y5_011531-T1, TFCN17334Y5_007869-T1, TFCN17334Y5_005309-T1, TFCN17334Y5_013616-T1, TFCN17334Y5_011532-T1
GF00000110	TFCN17334Y5_001970-T1, TFCN17334Y5_013562-T1, TFCN17334Y5_009101-T1, TFCN17334Y5_002126-T1, TFCN17334Y5_005854-T1, TFCN17334Y5_002664-T1
GF00000111	TFCN17334Y5_002142-T1, TFCN17334Y5_001990-T1, TFCN17334Y5_001989-T1, TFCN17334Y5_001988-T1, TFCN17334Y5_002143-T1, TFCN17334Y5_002144-T1
GF00000112	TFCN17334Y5_005717-T1, TFCN17334Y5_004735-T1, TFCN17334Y5_005716-T1, TFCN17334Y5_004734-T1, TFCN17334Y5_014385-T1, TFCN17334Y5_013275-T1
GF00000113	TFCN17334Y5_012279-T1, TFCN17334Y5_009630-T1, TFCN17334Y5_012275-T1, TFCN17334Y5_009626-T1, TFCN17334Y5_009292-T1, TFCN17334Y5_009293-T1
GF00000114	TFCN17334Y5_005823-T1, TFCN17334Y5_011721-T1, TFCN17334Y5_005822-T1, TFCN17334Y5_011722-T1, TFCN17334Y5_001662-T1, TFCN17334Y5_000994-T1
GF00000115	TFCN17334Y5_011422-T1, TFCN17334Y5_006696-T1, TFCN17334Y5_013673-T1, TFCN17334Y5_003235-T1, TFCN17334Y5_003332-T1, TFCN17334Y5_003726-T1
GF00000116	TFCN17334Y5_013870-T1, TFCN17334Y5_007128-T1, TFCN17334Y5_006934-T1, TFCN17334Y5_008662-T1, TFCN17334Y5_000828-T1, TFCN17334Y5_010748-T1
GF00000117	TFCN17334Y5_004443-T1, TFCN17334Y5_008207-T1, TFCN17334Y5_004442-T1, TFCN17334Y5_008208-T1, TFCN17334Y5_008209-T1, TFCN17334Y5_008210-T1
GF00000118	TFCN17334Y5_001751-T1, TFCN17334Y5_001506-T1, TFCN17334Y5_001752-T1, TFCN17334Y5_001753-T1, TFCN17334Y5_007283-T1, TFCN17334Y5_001082-T1
GF00000119	TFCN17334Y5_013549-T1, TFCN17334Y5_004613-T1, TFCN17334Y5_000292-T1, TFCN17334Y5_006933-T1, TFCN17334Y5_008661-T1, TFCN17334Y5_000624-T1
GF00000120	TFCN17334Y5_013342-T1, TFCN17334Y5_014263-T1, TFCN17334Y5_003122-T1, TFCN17334Y5_000683-T1, TFCN17334Y5_002297-T1, TFCN17334Y5_005637-T1
GF00000121	TFCN17334Y5_006119-T1, TFCN17334Y5_006078-T1, TFCN17334Y5_008917-T1, TFCN17334Y5_008872-T1, TFCN17334Y5_006035-T1, TFCN17334Y5_012682-T1
GF00000122	TFCN17334Y5_004114-T1, TFCN17334Y5_009577-T1, TFCN17334Y5_011105-T1, TFCN17334Y5_001195-T1, TFCN17334Y5_005335-T1, TFCN17334Y5_001871-T1
GF00000123	TFCN17334Y5_005920-T1, TFCN17334Y5_008861-T1, TFCN17334Y5_006129-T1, TFCN17334Y5_002598-T1, TFCN17334Y5_005921-T1, TFCN17334Y5_002597-T1
GF00000124	TFCN17334Y5_006088-T1, TFCN17334Y5_008905-T1, TFCN17334Y5_008906-T1, TFCN17334Y5_008918-T1, TFCN17334Y5_006077-T1, TFCN17334Y5_008904-T1
GF00000125	TFCN17334Y5_006841-T1, TFCN17334Y5_001444-T1, TFCN17334Y5_004869-T1, TFCN17334Y5_013415-T1, TFCN17334Y5_003269-T1, TFCN17334Y5_002771-T1
GF00000126	TFCN17334Y5_010438-T1, TFCN17334Y5_010436-T1, TFCN17334Y5_010437-T1, TFCN17334Y5_013970-T1, TFCN17334Y5_013969-T1, TFCN17334Y5_013968-T1
GF00000127	TFCN17334Y5_009127-T1, TFCN17334Y5_008887-T1, TFCN17334Y5_008886-T1, TFCN17334Y5_006104-T1, TFCN17334Y5_014625-T1, TFCN17334Y5_014663-T1
GF00000128	TFCN17334Y5_014348-T1, TFCN17334Y5_009660-T1, TFCN17334Y5_009828-T1, TFCN17334Y5_009125-T1, TFCN17334Y5_010288-T1, TFCN17334Y5_006773-T1
GF00000129	TFCN17334Y5_005750-T1, TFCN17334Y5_004769-T1, TFCN17334Y5_001375-T1, TFCN17334Y5_010716-T1, TFCN17334Y5_005711-T1, TFCN17334Y5_003408-T1
GF00000130	TFCN17334Y5_010076-T1, TFCN17334Y5_000014-T1, TFCN17334Y5_009519-T1, TFCN17334Y5_011917-T1, TFCN17334Y5_000013-T1
GF00000131	TFCN17334Y5_012454-T1, TFCN17334Y5_002429-T1, TFCN17334Y5_013890-T1, TFCN17334Y5_012927-T1, TFCN17334Y5_002428-T1
GF00000132	TFCN17334Y5_003069-T1, TFCN17334Y5_013645-T1, TFCN17334Y5_005675-T1, TFCN17334Y5_013962-T1, TFCN17334Y5_014579-T1
GF00000133	TFCN17334Y5_010417-T1, TFCN17334Y5_012615-T1, TFCN17334Y5_010416-T1, TFCN17334Y5_012613-T1, TFCN17334Y5_012614-T1
GF00000134	TFCN17334Y5_006347-T1, TFCN17334Y5_003586-T1, TFCN17334Y5_007623-T1, TFCN17334Y5_007622-T1, TFCN17334Y5_007624-T1
GF00000135	TFCN17334Y5_006489-T1, TFCN17334Y5_009697-T1, TFCN17334Y5_009696-T1, TFCN17334Y5_006491-T1, TFCN17334Y5_006490-T1
GF00000136	TFCN17334Y5_004340-T1, TFCN17334Y5_006109-T1, TFCN17334Y5_008882-T1, TFCN17334Y5_010215-T1, TFCN17334Y5_011867-T1
GF00000137	TFCN17334Y5_002440-T1, TFCN17334Y5_002441-T1, TFCN17334Y5_012465-T1, TFCN17334Y5_012466-T1, TFCN17334Y5_012467-T1
GF00000138	TFCN17334Y5_012058-T1, TFCN17334Y5_007142-T1, TFCN17334Y5_014312-T1, TFCN17334Y5_013153-T1, TFCN17334Y5_013152-T1
GF00000139	TFCN17334Y5_007611-T1, TFCN17334Y5_003870-T1, TFCN17334Y5_011310-T1, TFCN17334Y5_006976-T1, TFCN17334Y5_006975-T1
GF00000140	TFCN17334Y5_000561-T1, TFCN17334Y5_003347-T1, TFCN17334Y5_002845-T1, TFCN17334Y5_011020-T1, TFCN17334Y5_002848-T1
GF00000141	TFCN17334Y5_011980-T1, TFCN17334Y5_012084-T1, TFCN17334Y5_014575-T1, TFCN17334Y5_009164-T1, TFCN17334Y5_009163-T1
GF00000142	TFCN17334Y5_011330-T1, TFCN17334Y5_007592-T1, TFCN17334Y5_012566-T1, TFCN17334Y5_013293-T1, TFCN17334Y5_012567-T1
GF00000143	TFCN17334Y5_011574-T1, TFCN17334Y5_003060-T1, TFCN17334Y5_003062-T1, TFCN17334Y5_011573-T1, TFCN17334Y5_011572-T1
GF00000144	TFCN17334Y5_002483-T1, TFCN17334Y5_006440-T1, TFCN17334Y5_010529-T1, TFCN17334Y5_010530-T1, TFCN17334Y5_010528-T1
GF00000145	TFCN17334Y5_004466-T1, TFCN17334Y5_004452-T1, TFCN17334Y5_000088-T1, TFCN17334Y5_000102-T1, TFCN17334Y5_000089-T1
GF00000146	TFCN17334Y5_011955-T1, TFCN17334Y5_014586-T1, TFCN17334Y5_008157-T1, TFCN17334Y5_011953-T1, TFCN17334Y5_011954-T1
GF00000147	TFCN17334Y5_004082-T1, TFCN17334Y5_007928-T1, TFCN17334Y5_007919-T1, TFCN17334Y5_004092-T1, TFCN17334Y5_004091-T1
GF00000148	TFCN17334Y5_009231-T1, TFCN17334Y5_005094-T1, TFCN17334Y5_013762-T1, TFCN17334Y5_005093-T1, TFCN17334Y5_013661-T1
GF00000149	TFCN17334Y5_008842-T1, TFCN17334Y5_009214-T1, TFCN17334Y5_010721-T1, TFCN17334Y5_005706-T1, TFCN17334Y5_013662-T1
GF00000150	TFCN17334Y5_010195-T1, TFCN17334Y5_006465-T1, TFCN17334Y5_012802-T1, TFCN17334Y5_005115-T1, TFCN17334Y5_005114-T1
GF00000151	TFCN17334Y5_001326-T1, TFCN17334Y5_001406-T1, TFCN17334Y5_004826-T1, TFCN17334Y5_004825-T1, TFCN17334Y5_003456-T1
GF00000152	TFCN17334Y5_008652-T1, TFCN17334Y5_004855-T1, TFCN17334Y5_006924-T1, TFCN17334Y5_001432-T1, TFCN17334Y5_001431-T1
GF00000153	TFCN17334Y5_010182-T1, TFCN17334Y5_008200-T1, TFCN17334Y5_004433-T1, TFCN17334Y5_013231-T1, TFCN17334Y5_013232-T1
GF00000154	TFCN17334Y5_013883-T1, TFCN17334Y5_006914-T1, TFCN17334Y5_012864-T1, TFCN17334Y5_013093-T1, TFCN17334Y5_013092-T1
GF00000155	TFCN17334Y5_006545-T1, TFCN17334Y5_011668-T1, TFCN17334Y5_006546-T1, TFCN17334Y5_012830-T1, TFCN17334Y5_008221-T1
GF00000156	TFCN17334Y5_007333-T1, TFCN17334Y5_007330-T1, TFCN17334Y5_007331-T1, TFCN17334Y5_007332-T1, TFCN17334Y5_007725-T1
GF00000157	TFCN17334Y5_003139-T1, TFCN17334Y5_004053-T1, TFCN17334Y5_005613-T1, TFCN17334Y5_008057-T1, TFCN17334Y5_008056-T1
GF00000158	TFCN17334Y5_009271-T1, TFCN17334Y5_007193-T1, TFCN17334Y5_007194-T1, TFCN17334Y5_009269-T1, TFCN17334Y5_009270-T1
GF00000159	TFCN17334Y5_000719-T1, TFCN17334Y5_000720-T1, TFCN17334Y5_002261-T1, TFCN17334Y5_000721-T1, TFCN17334Y5_002262-T1
GF00000160	TFCN17334Y5_005203-T1, TFCN17334Y5_004975-T1, TFCN17334Y5_004981-T1, TFCN17334Y5_005208-T1, TFCN17334Y5_000859-T1
GF00000161	TFCN17334Y5_014140-T1, TFCN17334Y5_010975-T1, TFCN17334Y5_002976-T1, TFCN17334Y5_002977-T1, TFCN17334Y5_014664-T1
GF00000162	TFCN17334Y5_011665-T1, TFCN17334Y5_006550-T1, TFCN17334Y5_006552-T1, TFCN17334Y5_006551-T1, TFCN17334Y5_006549-T1
GF00000163	TFCN17334Y5_002858-T1, TFCN17334Y5_003357-T1, TFCN17334Y5_002859-T1, TFCN17334Y5_002860-T1, TFCN17334Y5_002857-T1
GF00000164	TFCN17334Y5_007170-T1, TFCN17334Y5_013160-T1, TFCN17334Y5_007171-T1, TFCN17334Y5_013159-T1, TFCN17334Y5_009297-T1
GF00000165	TFCN17334Y5_002093-T1, TFCN17334Y5_001942-T1, TFCN17334Y5_002091-T1, TFCN17334Y5_001940-T1, TFCN17334Y5_002094-T1
GF00000166	TFCN17334Y5_001404-T1, TFCN17334Y5_013385-T1, TFCN17334Y5_014213-T1, TFCN17334Y5_001395-T1, TFCN17334Y5_014222-T1
GF00000167	TFCN17334Y5_000558-T1, TFCN17334Y5_010831-T1, TFCN17334Y5_013283-T1, TFCN17334Y5_012558-T1, TFCN17334Y5_000564-T1
GF00000168	TFCN17334Y5_003568-T1, TFCN17334Y5_003828-T1, TFCN17334Y5_006327-T1, TFCN17334Y5_007014-T1, TFCN17334Y5_007015-T1
GF00000169	TFCN17334Y5_004060-T1, TFCN17334Y5_008048-T1, TFCN17334Y5_003670-T1, TFCN17334Y5_010320-T1, TFCN17334Y5_010321-T1
GF00000170	TFCN17334Y5_010028-T1, TFCN17334Y5_010399-T1, TFCN17334Y5_014377-T1, TFCN17334Y5_014382-T1, TFCN17334Y5_013869-T1
GF00000171	TFCN17334Y5_011578-T1, TFCN17334Y5_003055-T1, TFCN17334Y5_011580-T1, TFCN17334Y5_003056-T1, TFCN17334Y5_011579-T1
GF00000172	TFCN17334Y5_007507-T1, TFCN17334Y5_006911-T1, TFCN17334Y5_000768-T1, TFCN17334Y5_007547-T1, TFCN17334Y5_013886-T1
GF00000173	TFCN17334Y5_005900-T1, TFCN17334Y5_002269-T1, TFCN17334Y5_002616-T1, TFCN17334Y5_000711-T1, TFCN17334Y5_005901-T1
GF00000174	TFCN17334Y5_012137-T1, TFCN17334Y5_008706-T1, TFCN17334Y5_012147-T1, TFCN17334Y5_008694-T1, TFCN17334Y5_008695-T1
GF00000175	TFCN17334Y5_011720-T1, TFCN17334Y5_005821-T1, TFCN17334Y5_002936-T1, TFCN17334Y5_005419-T1, TFCN17334Y5_013790-T1
GF00000176	TFCN17334Y5_003252-T1, TFCN17334Y5_002753-T1, TFCN17334Y5_003251-T1, TFCN17334Y5_002752-T1, TFCN17334Y5_013383-T1
GF00000177	TFCN17334Y5_013665-T1, TFCN17334Y5_003227-T1, TFCN17334Y5_012722-T1, TFCN17334Y5_011527-T1, TFCN17334Y5_014639-T1
GF00000178	TFCN17334Y5_014238-T1, TFCN17334Y5_008368-T1, TFCN17334Y5_009499-T1, TFCN17334Y5_011188-T1, TFCN17334Y5_011364-T1
GF00000179	TFCN17334Y5_009352-T1, TFCN17334Y5_002696-T1, TFCN17334Y5_000108-T1, TFCN17334Y5_004475-T1, TFCN17334Y5_004476-T1
GF00000180	TFCN17334Y5_009286-T1, TFCN17334Y5_007162-T1, TFCN17334Y5_007178-T1, TFCN17334Y5_007161-T1, TFCN17334Y5_007160-T1
GF00000181	TFCN17334Y5_003624-T1, TFCN17334Y5_006384-T1, TFCN17334Y5_010631-T1, TFCN17334Y5_012600-T1, TFCN17334Y5_012601-T1
GF00000182	TFCN17334Y5_006201-T1, TFCN17334Y5_006202-T1, TFCN17334Y5_001632-T1, TFCN17334Y5_001631-T1, TFCN17334Y5_006203-T1
GF00000183	TFCN17334Y5_007003-T1, TFCN17334Y5_003843-T1, TFCN17334Y5_007002-T1, TFCN17334Y5_003842-T1, TFCN17334Y5_003841-T1
GF00000184	TFCN17334Y5_002385-T1, TFCN17334Y5_002386-T1, TFCN17334Y5_014075-T1, TFCN17334Y5_002389-T1, TFCN17334Y5_014074-T1
GF00000185	TFCN17334Y5_004973-T1, TFCN17334Y5_005201-T1, TFCN17334Y5_004972-T1, TFCN17334Y5_004991-T1, TFCN17334Y5_004990-T1
GF00000186	TFCN17334Y5_011551-T1, TFCN17334Y5_010914-T1, TFCN17334Y5_013354-T1, TFCN17334Y5_014282-T1
GF00000187	TFCN17334Y5_004461-T1, TFCN17334Y5_000094-T1, TFCN17334Y5_000103-T1, TFCN17334Y5_004467-T1
GF00000188	TFCN17334Y5_013472-T1, TFCN17334Y5_005205-T1, TFCN17334Y5_009088-T1, TFCN17334Y5_004978-T1
GF00000189	TFCN17334Y5_008957-T1, TFCN17334Y5_000402-T1, TFCN17334Y5_000206-T1, TFCN17334Y5_007412-T1
GF00000190	TFCN17334Y5_008664-T1, TFCN17334Y5_006936-T1, TFCN17334Y5_011395-T1, TFCN17334Y5_000985-T1
GF00000191	TFCN17334Y5_000523-T1, TFCN17334Y5_010865-T1, TFCN17334Y5_000525-T1, TFCN17334Y5_000524-T1
GF00000192	TFCN17334Y5_013175-T1, TFCN17334Y5_007150-T1, TFCN17334Y5_010338-T1, TFCN17334Y5_003689-T1
GF00000193	TFCN17334Y5_004217-T1, TFCN17334Y5_010129-T1, TFCN17334Y5_010127-T1, TFCN17334Y5_010128-T1
GF00000194	TFCN17334Y5_009367-T1, TFCN17334Y5_004567-T1, TFCN17334Y5_004505-T1, TFCN17334Y5_009247-T1
GF00000195	TFCN17334Y5_005061-T1, TFCN17334Y5_014574-T1, TFCN17334Y5_008920-T1, TFCN17334Y5_014573-T1
GF00000196	TFCN17334Y5_011933-T1, TFCN17334Y5_009535-T1, TFCN17334Y5_011934-T1, TFCN17334Y5_009464-T1
GF00000197	TFCN17334Y5_004214-T1, TFCN17334Y5_004253-T1, TFCN17334Y5_010132-T1, TFCN17334Y5_013758-T1
GF00000198	TFCN17334Y5_013803-T1, TFCN17334Y5_002448-T1, TFCN17334Y5_012880-T1, TFCN17334Y5_008389-T1
GF00000199	TFCN17334Y5_004658-T1, TFCN17334Y5_008542-T1, TFCN17334Y5_007754-T1, TFCN17334Y5_007368-T1
GF00000200	TFCN17334Y5_005572-T1, TFCN17334Y5_010967-T1, TFCN17334Y5_003815-T1, TFCN17334Y5_007029-T1
GF00000201	TFCN17334Y5_009649-T1, TFCN17334Y5_012297-T1, TFCN17334Y5_011177-T1, TFCN17334Y5_009982-T1
GF00000202	TFCN17334Y5_009091-T1, TFCN17334Y5_013475-T1, TFCN17334Y5_009090-T1, TFCN17334Y5_013474-T1
GF00000203	TFCN17334Y5_008186-T1, TFCN17334Y5_011632-T1, TFCN17334Y5_014329-T1, TFCN17334Y5_002554-T1
GF00000204	TFCN17334Y5_004432-T1, TFCN17334Y5_014560-T1, TFCN17334Y5_014636-T1, TFCN17334Y5_014561-T1
GF00000205	TFCN17334Y5_010296-T1, TFCN17334Y5_013447-T1, TFCN17334Y5_010295-T1, TFCN17334Y5_010297-T1
GF00000206	TFCN17334Y5_011436-T1, TFCN17334Y5_004424-T1, TFCN17334Y5_000677-T1, TFCN17334Y5_002303-T1
GF00000207	TFCN17334Y5_010948-T1, TFCN17334Y5_005552-T1, TFCN17334Y5_006462-T1, TFCN17334Y5_012799-T1
GF00000208	TFCN17334Y5_010036-T1, TFCN17334Y5_010035-T1, TFCN17334Y5_000046-T1, TFCN17334Y5_010887-T1
GF00000209	TFCN17334Y5_012265-T1, TFCN17334Y5_009917-T1, TFCN17334Y5_009918-T1, TFCN17334Y5_012264-T1
GF00000210	TFCN17334Y5_010960-T1, TFCN17334Y5_007621-T1, TFCN17334Y5_005564-T1, TFCN17334Y5_005563-T1
GF00000211	TFCN17334Y5_009698-T1, TFCN17334Y5_006492-T1, TFCN17334Y5_003697-T1, TFCN17334Y5_010346-T1
GF00000212	TFCN17334Y5_005027-T1, TFCN17334Y5_005247-T1, TFCN17334Y5_005026-T1, TFCN17334Y5_005025-T1
GF00000213	TFCN17334Y5_008584-T1, TFCN17334Y5_008500-T1, TFCN17334Y5_008508-T1, TFCN17334Y5_008577-T1
GF00000214	TFCN17334Y5_012173-T1, TFCN17334Y5_004171-T1, TFCN17334Y5_012171-T1, TFCN17334Y5_012172-T1
GF00000215	TFCN17334Y5_010391-T1, TFCN17334Y5_010020-T1, TFCN17334Y5_004368-T1, TFCN17334Y5_011897-T1
GF00000216	TFCN17334Y5_010152-T1, TFCN17334Y5_013121-T1, TFCN17334Y5_000476-T1, TFCN17334Y5_009050-T1
GF00000217	TFCN17334Y5_011706-T1, TFCN17334Y5_003961-T1, TFCN17334Y5_003955-T1, TFCN17334Y5_014643-T1
GF00000218	TFCN17334Y5_007108-T1, TFCN17334Y5_014603-T1, TFCN17334Y5_014580-T1, TFCN17334Y5_014457-T1
GF00000219	TFCN17334Y5_003172-T1, TFCN17334Y5_004923-T1, TFCN17334Y5_005534-T1, TFCN17334Y5_007967-T1
GF00000220	TFCN17334Y5_006272-T1, TFCN17334Y5_009852-T1, TFCN17334Y5_008285-T1, TFCN17334Y5_000910-T1
GF00000221	TFCN17334Y5_014542-T1, TFCN17334Y5_014558-T1, TFCN17334Y5_014543-T1, TFCN17334Y5_014559-T1
GF00000222	TFCN17334Y5_005893-T1, TFCN17334Y5_005892-T1, TFCN17334Y5_002623-T1, TFCN17334Y5_002622-T1
GF00000223	TFCN17334Y5_013096-T1, TFCN17334Y5_012867-T1, TFCN17334Y5_011693-T1, TFCN17334Y5_003972-T1
GF00000224	TFCN17334Y5_013875-T1, TFCN17334Y5_006921-T1, TFCN17334Y5_005966-T1, TFCN17334Y5_014651-T1
GF00000225	TFCN17334Y5_004255-T1, TFCN17334Y5_013756-T1, TFCN17334Y5_007587-T1, TFCN17334Y5_006871-T1
GF00000226	TFCN17334Y5_007917-T1, TFCN17334Y5_004094-T1, TFCN17334Y5_005569-T1, TFCN17334Y5_010965-T1
GF00000227	TFCN17334Y5_008455-T1, TFCN17334Y5_008614-T1, TFCN17334Y5_008628-T1, TFCN17334Y5_008457-T1
GF00000228	TFCN17334Y5_010981-T1, TFCN17334Y5_014134-T1, TFCN17334Y5_000060-T1, TFCN17334Y5_010900-T1
GF00000229	TFCN17334Y5_002983-T1, TFCN17334Y5_009772-T1, TFCN17334Y5_005062-T1, TFCN17334Y5_012320-T1
GF00000230	TFCN17334Y5_004933-T1, TFCN17334Y5_003161-T1, TFCN17334Y5_004945-T1, TFCN17334Y5_005174-T1
GF00000231	TFCN17334Y5_013493-T1, TFCN17334Y5_003661-T1, TFCN17334Y5_011357-T1, TFCN17334Y5_011195-T1
GF00000232	TFCN17334Y5_011976-T1, TFCN17334Y5_012088-T1, TFCN17334Y5_001928-T1, TFCN17334Y5_002081-T1
GF00000233	TFCN17334Y5_009218-T1, TFCN17334Y5_002488-T1, TFCN17334Y5_011045-T1, TFCN17334Y5_013775-T1
